280608_5.0017;TROS
201208_2.0026;MAJDAN
321103_5.0001;BrzÛzki
321103_4.0002;Nowe Warpno 2
326301_1.0005;åwinoujúcie 5
200905_2.0037;HO£NY MEJERA
200905_2.0023;RADZIUCIE
200905_2.0045;RACHELANY
221510_2.0014;Sopieszyno
221505_2.0016;Tadzino
221504_2.0016;Kierzkowo
221509_2.0016;Przetoczyno
221504_2.0015;£Ítowo
221508_2.0001;Boøepole Ma≥e
221508_2.0005;Chrzanowo
221510_2.0006;Kπpino
221510_2.0005;GÛra
221502_1.0009;Rumia 09
221504_2.0009;Zwartowo
221508_2.0018;Strzebielino
221501_1.0005;Reda 05
221508_2.0015;Paraszyno
221506_2.0007;Strzepcz
221504_2.0002;Kopalino
221503_1.0007;Wejherowo 07
200705_2.0006;Drozdowo
200709_2.0018;Wyk
200708_2.0003;Janczewo Gm. Wizna
200702_2.0008;GaÊ
200704_5.0005;Jankowo M≥odzianowo
280502_2.0009;CHRZANOWO
280608_5.0013;SKOP
201209_2.0025;ROGOØAJNY WIELKIE
201209_2.0035;WIØG”RY
220405_2.0009;Mi≥owo
220405_2.0014;Przywidz
220102_5.0004;Mπdrzechowo
220102_5.0007;P≥otowo
220102_5.0012;Sierzno
220106_5.0003;Dolsko
220106_5.0007;G≥odowo
220106_5.0011;Kwisno
220106_5.0012;Lubkowo
220106_5.0023;åwierzno
220305_2.0006;TRZYNIEC
220405_2.0001;Borowina
220405_2.0002;CzÍstocin
040202_2.0003;CHOI—SKIE BUDY
021003_5.0005;KOåCIELNIKI G”RNE
021003_5.0014;ZACISZE
040202_2.0015;MA£KI
180906_5.0009;Zalesie
181108_5.0083;Podborze
181108_5.0086;ZgÛrsko
181002_2.0002;Budy £aÒcuckie
181006_2.0105;WÍgliska
181102_2.0010;Borowa
181102_2.0017;Sadkowa GÛra
181102_2.0018;Surowa
180709_2.0009;Ustrobna
180709_2.0006;Pietrusza Wola
180805_5.0004;Jelna
180805_5.0009;Wola Zarczycka
180903_2.0003;Krzywe
180903_2.0007;Polanka Horyniecka
180905_5.0006;Kad≥ubiska
180905_5.0013;Podlesina
180905_5.0015;Wola Wielka
180906_5.0002;Futory
180906_5.0005;Oleszyce Lubomierz
181109_2.0100;TuszÛw Narodowy
181110_2.0112;Wola Wadowska
181103_2.0027;Wola Ota≥Íska
180907_2.0001;CewkÛw
181003_2.0007;Wola Ma≥a
181005_2.0003;Tarnawka
181106_2.0053;Piechoty
181106_2.0056;Roøniaty
181107_5.0064;Kie≥kÛw
181109_2.0088;Babicha
180802_2.0015;Opaleniska
180802_2.0016;WÛlka Grodziska
180901_1.0001;LubaczÛw
180902_5.0009;Stary Lubliniec
180904_2.0012;Lisie Jamy
180904_2.0021;Za≥uøe
181306_2.0002;Hurko
181401_1.0002;ObrÍb Nr 2
181206_4.0001;Rudnik nad Sanem
181308_2.0003;Hermanowice
181308_2.0009;Nehrybka
181309_2.0005;Nak≥o
181301_2.0017;Lipa
181301_2.0013;Kuümina
181301_2.0011;KotÛw
181301_2.0001;Bircza
181301_2.0027;Wola Korzeniecka
181301_2.0002;BoguszÛwka
181304_2.0002;Cho≥owice
182103_4.0003;LESKO-WOLA POSTO£”W
200102_2.0018;NETTA DRUGA
181504_5.0001;B DZIEMYåL
181602_5.0001;Bia≥ka
182103_5.0012;POSTO£”W
181603_5.0003;Lutoryø
181604_2.0002;Chmielnik
181608_2.0001;KamieÒ
182103_5.0003;BEZMIECHOWA G”RNA
181607_2.0003;GrzegorzÛwka
181207_5.0010;Borki
182105_2.0021;WOLA G”RZA—SKA
181612_2.0002;Bratkowice
181612_2.0005;Mrowla
182105_2.0017;STUDENNE
200102_2.0028;RZEPISKI
181614_5.0004;Hermanowa
181704_2.0011;ManiÛw
181303_2.0017;NowosiÛ≥ki DydyÒskie
181305_2.0004;Krzywcza
200102_2.0032;TUR”WKA
181708_2.0008;Posada ZarszyÒska
181307_2.0008;Olszynka
181307_2.0003;DuÒkowiczki
186301_1.0221;221 RzeszÛw-S≥ocina
186301_1.0224;224 Bia≥a II
181310_2.0006;MaÊkowice
186401_1.0012;Tarnobrzeg
181905_2.0007;NIEWODNA
182001_4.0001;BaranÛw Sand.
182001_5.0004;DymitrÛw Ma≥y
200102_2.0004;CHOMONTOWO
181902_2.0006;GOGO£”W
181902_2.0011;ST PINA
181902_2.0002;FRYSZTAK
181402_2.0001;ADAM”WKA
181402_2.0002;CIEPLICE
181407_4.0010;SIENIAWA
200102_2.0013;KOLNICA
181206_5.0001;Kopki
182101_2.0001;BALIGR”D
200102_2.0015;KOMASZ”WKA
200102_2.0016;MAZURKI
181503_5.0002;GNOJNICA
181504_5.0010;RUDA
200107_2.0032;MOGILNICE
182102_2.0016;ZAW”J
182102_2.0005;JAWORZEC
181611_5.0001;GÛrno
181611_5.0003;NienadÛwka
182104_2.0007;WA—KOWA
200107_2.0035;POLKOWO
200107_2.0036;SOSNOWO
181614_4.0001;Tyczyn
200206_5.0002;DANI£OWO DUØE
200210_5.0003;KOWALE
181705_2.0019;P≥owce
200209_5.0012;SOWLANY
200209_5.0007;KRASNE-CIASNE
181707_5.0002;ChoceÒ
200107_2.0011;HRUSKIE
200201_5.0029;Z£OTORIA
181707_5.0009;Olchowa
200206_5.0009;£APY D BOWINA
200201_5.0028;ZACZERLANY KOLONIA
200201_5.0007;GAJOWNIKI
200201_5.0002;BARSZCZEWO
200209_5.0008;£AèNIE
181804_2.0001;AntoniÛw
200107_2.0018;JASTRZ BNA DRUGA
181804_2.0012;Wola Rzeczycka
200107_2.0023;KOMASZ”WKA
181407_5.0002;CZERWONA WOLA
181501_2.0007;SIELEC
181901_2.0003;NOWA WIEå
181901_2.0002;CZUDEC
181901_2.0007;ZABOR”W
200107_2.0026;KRASNOBORKI
200206_5.0022;ROSZKI WODèKI
181501_2.0004;NOCKOWA
181502_2.0002;BOREK MA£Y
181903_2.0007;KONIECZKOWA
181903_2.0004;GWOèNICA DOLNA
181904_5.0007;BRZEØANKA
181904_5.0014;£ TOWNIA
200107_2.0028;KRY£ATKA
181505_2.0004;NAWSIE
182102_2.0017;ØUBRACZE
200202_5.0009;LACKA BUDA
200204_2.0019;NOWOSI”£KI
200104_5.0008;KRASNE
200104_5.0009;KURIANKA
200204_2.0035;ZA£UKI
200204_2.0027;S£UCZANKA
200104_5.0024;STARY ROGOØYN
200205_2.0034;STANIS£AWOWO
200204_2.0022;PODOZIERANY
200205_2.0012;IGNATKI
200205_2.0006;DOROØKI
200204_2.0029;STRASZEWO
200204_2.0040;ZUBRY
200205_2.0026;NIEWODNICA NARGILEWSKA
200203_2.0014;NOWE ALEKSANDROWO
200207_5.0013;GONCZARY
200211_2.0008;BOROWSKIE SK”RKI
200207_5.0053;ØEDNIA
200207_5.0050;TYLWICA
200208_2.0019;KAMIE—SKIE RETELOWIZNA
200207_5.0048;TOKAROWSZCZYZNA
200207_5.0012;GARBARY
200212_4.0034;TYKOCIN
200212_5.0011;KIåLAKI
200208_2.0009;BRZOZOWO STARE
200211_2.0003;BOJARY
200207_5.0045;SZYMKI
200214_5.0043;KOL.ZAB£UD”W
200215_2.0028;ZAWADY BORYS”WKA
200215_2.0026;ZAWADY
200212_5.0028;S£OMIANKA-SEMPIKI
200214_5.0009;FOLWARKI TYLWICKIE
200214_5.0003;BOBROWA
200214_5.0037;RYBO£Y
200215_2.0014;MALISZEWO PERKUSY
200306_2.0022;W”LKA
200306_2.0013;ORLA
200308_2.0034;PULSZE
200308_2.0044;TWORKI
200214_5.0036;RUDNICA
200212_5.0019;PAJEWO
020205_2.0002;KIE£CZYN
020205_2.0004;TUSZYN
020205_2.0009;DOBROCIN
020401_5.0027;Strumienna
020207_4.0005;GUMIN
020306_2.0003;CZERNA
020103_2.0011;WIERZBOWA
020301_1.0002;MATEJKI
020306_2.0010;NIELUBIA
020104_4.0002;Nowogrodziec-2
020101_1.0010;Boles≥awiec-10
020301_1.0010;PIAST”W åL•SKICH
020202_1.0004;CENTRUM
020101_1.0011;Boles≥awiec-11
020207_5.0006;NOWA WIEå NIEMCZA—SKA
020502_5.0006;NOWE ROCHOWICE
020304_2.0010;SKIDNI”W
020503_2.0003;KONDRAT”W
020805_1.0003;Nowy ZdrÛj
020201_1.0002;PO£UDNIE
020505_2.0007;NOWA WIEå WIELKA
020503_2.0008;PIOTROWICE
020806_5.0002;D≥ugopole Dolne
020204_1.0004;KOPANICA
020204_1.0003;KOåMIN
020206_2.0005;OLESZNA
020801_1.0002;ZdrÛj
020806_5.0027;Spalona
020206_2.0006;PRZYSTRONIE
020806_5.0033;Szklarka
020806_5.0037;WÛjtowice Huta
020404_4.0001;Wπsosz
020603_1.0004;PIECHOWICE-4
020805_1.0006;Soko≥Ûwka
020805_1.0005;Nowy Wielis≥aw
020206_2.0007;RADZIK”W
020603_1.0005;PIECHOWICE-5
020206_2.0013;TRZEBNIK
020605_2.0003;MIEDZIANKA
020607_2.0008;£OMNICA
020607_2.0002;BUKOWIEC
020609_2.0004;KOPANIEC
020609_2.0006;MA£A KAMIENICA
020609_2.0008;RYBNICA
020702_2.0010;RASZ”W
020702_2.0008;PTASZK”W
020702_2.0017;KOCHAN”W
020404_5.0018;Lubiel
020506_2.0013;R•BIENICE
020404_5.0005;Chocieborowice
020502_4.0001;OBR B 1
020504_2.0005;LUBORADZ
020606_2.0008;WRZESZCZYN
020606_2.0005;JEØ”W SUDECKI
020606_2.0002;DZIWISZ”W
020602_1.0001;KOWARY-1
020602_1.0003;KOWARY-3
020403_2.0007;£ÍkanÛw
020404_5.0025;Su≥Ûw Wielki
020403_2.0006;Lipowiec
020604_1.0002;SZKLARSKA POR BA-2
020604_1.0004;SZKLARSKA POR BA-4
020404_5.0012;Gola Wπsoska
020506_2.0014;SKA£A
020404_5.0022;Pobiel
020404_5.0033;ZbakÛw GÛrny
020404_5.0027;Wiewierz
020704_2.0003;MarciszÛw
020704_2.0002;DomanÛw
020802_1.0001;ZagÛrze
020904_2.0010;SZCZYTNIKI N/KACZAW•
020809_2.0008;Jerzykowice Wielkie
020905_2.0010;LUBIE—
020905_2.0013;OGONOWICE
020809_2.0015;WitÛw
020806_4.0001;Zab≥ocie
020814_5.0006;Studzienno
020905_2.0004;GNIEWOMIERZ
020902_2.0009;JERZMANOWICE
020810_5.0013;Nagodzice
020902_2.0010;KONRAD”WKA
020608_2.0002;G£ BOCK
020902_2.0006;GOLISZ”W
020812_5.0012;Wambierzyce
020812_5.0007;åcinawka Dolna
020902_2.0005;DOBROSZ”W
020704_2.0001;Ciechanowice
020807_2.0005;GorzuchÛw
020906_2.0012;RZESZOTARY
020807_2.0015;Mikowice
021101_1.0008;ObrÍb 8
020808_5.0002;Kπty Bystrzyckie
020907_5.0004;GROMADZY—
020903_2.0012;PROSTYNIA
020807_2.0014;MarcinÛw
021002_1.0004;4 åWIERAD”W ZDR”J
020908_2.0001;BRENNIK
021302_2.0009;KROåNICE
021103_2.0011;KliszÛw
020908_2.0003;JANOWICE
021302_2.0021;ØELEèNIKI
021403_2.0003;Dobra
021103_2.0004;Chobienia
021005_4.0001;Olszyna
021006_2.0001;PlaterÛwka
021204_5.0014;PROSZOWA
021403_2.0012;SadkÛw
021202_4.0001;LUBOMIERZ 1
021007_2.0004;WESO£”WKA
021205_5.0012;TARCZYN
021205_5.0003;KLECZA
021205_5.0008;PILCHOWICE
021403_2.0009;Miodary
021103_2.0021;Rudna
021203_5.0008;G”RCZYCA
021302_2.0013;£AZY WIELKIE
021103_2.0009;Juszowice
021103_2.0008;GwizdanÛw
020908_2.0011;TYNIEC LEGNICKI
021103_2.0027;Wysokie
021104_5.0017;Tymowa
021301_2.0005;G”RY
021303_5.0002;DUCHOWO
021303_5.0012;RUDA MILICKA
021202_5.0005;MIL CICE
021202_5.0012;WOJCIECH”W
021303_5.0018;BARTNIKI
021303_5.0020;BRZEZINA SU£OWSKA
021303_5.0011;POSTOLIN
021104_5.0018;Wielowieú
021303_5.0032;PORAD”W
021301_2.0009;NOWY FOLWARK
021303_5.0034;PRACZE
021303_5.0014;STAWIEC
021303_5.0007;MI£OCHOWICE
021104_5.0015;Sitno
021104_5.0004;DÍbiec
021303_5.0037;SULIMIERZ
021104_5.0009;Krzyøowa
021303_5.0041;W GRZYN”W
021102_2.0001;Buczynka
021402_5.0004;Kijowice
021406_2.0007;GrÍboszyce
021702_2.0014;LIPOWA-SADOWICE
021406_2.0015;Nowoszyce
021702_2.0009;KARCZYN
021702_2.0020;ZARZYCA
021702_2.0002;B£OTNICA
021404_2.0005;Gronowice
021404_2.0007;Mi≥owice
021601_5.0010;Szklary Dolne
021501_1.0003;O£AWA
021406_2.0013;NieciszÛw
021406_2.0018;Piszkawa
021406_2.0009;Krzeczyn
021303_5.0045;WR”BLINIEC
021401_1.0003;Rataje
021406_2.0004;Bystre
021406_2.0010;Ligota Ma≥a
021405_5.0007;KraszÛw
021504_2.0005;GA∆
021504_2.0031;ZABARDOWICE
021603_2.0016;Wilczyn
021603_2.0004;GrÍbocice
021502_2.0002;CHWASTNICA
021504_2.0016;MI£ON”W
021408_5.0011;Grabowno Wielkie
021603_2.0017;Grodowiec
021408_5.0015;Nowa Wieú Goszcz.
021502_2.0022;WIERZBNO
021408_5.0003;Che≥stÛwek
021504_2.0020;OSIEK
021605_5.0007;OstaszÛw
021701_2.0001;BARTOSZOWA
021605_5.0002;JÍdrzychÛwek
021704_5.0020;LUD”W POLSKI
021606_2.0009;Nowy DwÛr
021701_2.0018;OPATOWICE
021704_5.0029;STRZEG”W
021604_5.0003;Dπbrowa
021604_5.0016;ØukÛw
021701_2.0004;BOREK STRZELI—SKI
021805_2.0013;Pielaszkowice
021906_5.0002;Gocza≥kÛw
021805_2.0018;Ujazd GÛrny
021906_5.0020;Wieúnica
021705_4.0001;WI•Z”W
021906_5.0003;Gocza≥kÛw GÛrny
021804_4.0003;ObrÍb 3
021905_2.0005;Kπtki
021905_2.0003;Gola åwidnicka
021804_4.0009;ObrÍb 9
021705_5.0022;WITOWICE
021805_2.0010;Lusina
021805_2.0014;RÛøana
021805_2.0009;Lasek
021804_5.0005;CiechÛw
021903_2.0008;Jugowa
021903_2.0007;Jaskulin
021904_5.0004;Milikowice
021803_2.0005;Czerna
021803_2.0012;Lenartowice
021804_5.0011;Komorniki
021906_4.0003;årÛdmieúcie Nr3
021803_2.0021;WilkostÛw
021801_2.0008;Jenkowice
021804_5.0012;Kryniczno
021804_5.0017;PÍczkÛw
021901_1.0006;Kraszowice
021801_2.0023;WilkÛw åredzki
021903_2.0009;K≥aczyna
021801_2.0004;ChmielÛw
021903_2.0011;Roztoka
026501_1.0051;KSI•è NR 51
022305_2.0002;Biskupice PodgÛrne
022201_5.0009;Wa≥y
026501_1.0040;PODG”RZE NR 40
022301_2.0009;£any
026501_1.0001;SZCZAWIENKO NR 1
026501_1.0034;NOWE MIASTO NR 34
022301_2.0008;KrzykÛw
022301_2.0011;Nadolice Wielkie
021908_5.0007;£aøany
022104_2.0001;BOR”WNO
022305_2.0008;Damianowice
022003_5.0033;TaczÛw Wielki
022003_5.0041;Ujeüdziec Ma≥y
022003_5.0008;Cerekwica
022003_5.0020;Ligota
022005_2.0013;PRAWOCICE
022001_5.0015;PIEKARY
022006_5.0002;BOREK
022006_5.0027;SANIE
022001_5.0004;JARY
022005_2.0001;BUDCZYCE
022001_5.0018;SIEMIANICE
022203_5.0009;Mikorzyce
022203_5.0014;Paw≥oszewo
022202_2.0026;WÍglewo
022203_5.0004;Golina
022106_4.0002;MIEROSZ”W 2
022108_2.0006;OLSZYNIEC
022108_2.0010;ZAG”RZE åL•SKIE
022203_5.0003;GarwÛ≥
022202_2.0006;Boraszyce Ma≥e
022202_2.0029;WrzeszÛw
022202_2.0032;Buszkowice Ma≥e
022202_2.0001;Aleksandrowice
022006_5.0013;KASZYCE MILICKIE
022203_5.0012;MojÍcice
022006_5.0018;LASKOWA
022006_5.0008;GARBCE
022302_2.0026;MirkÛw
022304_5.0033;Zachowice
022302_2.0019;KÍpa
022307_4.0001;GÛrka
022304_5.0013;Ma≥kowice
022304_5.0015;Mokronos GÛrny
022302_2.0005;Brzezia £πka
022304_5.0008;KÍb≥owice
022304_5.0019;Pietrzykowice-Rybnica
022302_2.0012;Domaszczyn
022302_2.0027;Oleúniczka
022302_2.0032;RakÛw
022302_2.0035;StÍpin
022304_5.0014;Mokronos Dolny
022504_4.0003;PIE—SK III
022307_5.0010;Olbrachtowice
022309_2.0013;Nowy åleszÛw
022405_4.0003;SADLNO
022405_4.0002;OSIEDLE WSCH”D
022308_5.0015;SulÍcin-Szostakowice
022308_5.0004;Groblice
022308_5.0007;Kotowice
022308_5.0011;Radomierzyce
022308_5.0001;BiestrzykÛw
022309_2.0022;Suchy DwÛr
022307_5.0017;Strzegomiany
022308_5.0021;Øerniki Wroc≥awskie
022402_2.0016;TARGOWICA
022406_5.0016;NOWINA
022402_2.0017;WILAMOWICE
022406_5.0012;LIPA
022507_2.0015;PRZESIECZANY
022507_2.0002;GOZDANIN
022405_5.0012;STR•KOWA
022402_2.0001;BALDWINOWICE
022406_5.0007;HENRYK”W
022505_2.0012;WIELICH”W
022402_2.0006;DOBRZENICE
022605_2.0006;OLSZANICA
022605_2.0007;RADZIECH”W
022605_2.0009;WOJCIECH”W
040108_2.0001;Kolonia åwiÍte
040108_2.0002;Szpitalka
026201_1.0014;OGRODY
040108_2.0004;Nowy Zbrachlin
026201_1.0021;GLINKI
026201_1.0028;DOMKI
022601_1.0003;obrÍb 3
022603_2.0002;JASTRZ BNIK
022605_2.0001;BROCHOCIN
026101_1.0009;CIEPLICE - IX
026401_1.0049;Øerniki
026401_1.0035;Maúlice
022604_5.0003;Gozdno
022604_5.0006;PodgÛrki
022606_2.0016;WILK”W OSIEDLE
026101_1.0060;60
022606_2.0002;GIERA£TOWIEC
026401_1.0033;Leúnica
026101_1.0024;24
026101_1.0034;34
040104_2.0003;Bia≥e B≥ota
026101_1.0004;CIEPLICE - IV
026401_1.0021;Partynice
026101_1.0010;CIEPLICE - X
026401_1.0061;RÛøanka
026401_1.0026;Wojszyce
026101_1.0008;CIEPLICE - VIII
040108_2.0020;WÛlne
040105_2.0020;Tomaszewo
040105_2.0003;BπdkÛwek
040105_2.0022;WÛjtÛwka
040104_2.0017;Oúno Drugie
040105_2.0024;Øabieniec
040104_2.0019;Plebanka
040104_2.0020;Pocza≥kowo
040105_2.0011;Kwiatkowo
040104_2.0027;S≥oÒsk Dolny
040104_2.0005;Broniszewo
040104_2.0030;Wilkostowo
040108_2.0018;Konstantynowo
040104_2.0033;WÛlka
040404_2.0009;Linowiec
040205_5.0006;NOWY åWIAT
040303_2.0004;Kotomierz
040205_5.0003;GO£KOWO
040207_5.0002;BUK G”RALSKI
040207_5.0011;KAMIE—
040209_2.0016;ZASADKI
040405_2.0005;Jeleniec
040208_2.0004;KRETKI MA£E
040302_2.0014;Rafa
040405_2.0008;Nowy DwÛr KrÛlewski
040302_2.0001;Bolumin
040404_2.0003;Chrusty
040302_2.0002;Borki
040109_2.0010;Bachorza
040209_2.0002;DZIERZNO
040404_2.0007;KrajÍcin
040304_5.0002;BYSZEWO
040403_2.0003;Brzozowo
040504_5.0020;Szychowo
040504_5.0022;Wielkie Rychnowo
040304_5.0004;DZIEDZINEK
040403_2.0006;Kijewo KrÛlewskie
040504_5.0013;Nowy DwÛr
040205_4.0002;G”RZNO MIASTO 2
040304_5.0015;NOWY DW”R
040505_2.0003;Gaj
040205_4.0003;G”RZNO MIASTO 3
040206_2.0002;GR•ØAWY
040304_5.0019;POPIELEWO
040304_5.0020;SALNO
040206_2.0005;JASTRZ BIE
040304_5.0024;Sokole Kuünica
040304_5.0030;WIERZCHUCIN KR”LEWSKI
040305_2.0004;Dziemionna
040206_2.0014;BARTNICZKA
040210_2.0001;CICHE
040210_2.0006;NAJMOWO
040603_5.0011;Przes≥awice
040406_2.0013;Stolno
040406_2.0015;Wabcz
040701_1.0002;Inowroc≥aw Obr. 2
040706_4.0002;Kruszwica Obr. 2
040506_2.0009;Rudusk
040506_2.0010;Ruøe
040602_2.0003;DπbrÛwka KrÛlewska
040602_2.0009;Nicwa≥d
040603_4.0021;Miasto £asin
040603_5.0005;Koz≥owo
040406_2.0003;Grubno
040406_2.0004;KlÍczkowo
040503_2.0018;SokoligÛra
040406_2.0006;Ma≥e Czyste
040704_2.0016;Karczyn-Wieú
040702_2.0003;Chlewiska
040703_5.0003;Chrzπstowo
040703_5.0008;KÍpa Kujawska
040703_5.0010;KawÍczyn
040706_5.0001;Arturowo
040704_2.0008;Dulsk
040704_2.0026;Marulewy
040604_5.0006;Kneblowo
040704_2.0010;Gnojno
040703_5.0019;SuchatÛwka
040704_2.0011;GÛra
040604_5.0012;Szumi≥owo
040605_2.0003;Bukowiec
040704_2.0039;S≥oÒsko
040704_2.0040;SÛjkowo
040706_5.0017;Karsk
040706_5.0021;Kraszyce
040704_2.0033;Piotrkowice
040706_5.0024;Maszenice
040706_5.0043;Sukowy
040901_2.0004;Mierucin
040801_1.0016;LIPNO OBR B 16
040806_2.0020;LIPNO WIEå II
040806_2.0036;Z£OTOPOLE
040902_2.0008;Krzywe Kolano
040709_2.0012;Leszcze
040707_5.0011;Rybitwy
040707_5.0012;Rycerzewo
040707_5.0013;WÍgierce
040709_2.0017;Popowiczki
040902_2.0019;Sierakowo
040805_2.0019;ZAJEZIORZE
040902_2.0021;W≥ostowo
040803_2.0013;NOWE CHROSTKOWO
040805_2.0003;GRODZE—
040904_4.0001;Strzelno
040809_2.0007;NOWA WIEå
040808_2.0013;RUMUNKI JASIE—SKIE
040809_2.0017;SZCZEPANKI
040808_2.0015;T£UCHOWO
040809_2.0015;SURAD”WEK
040808_2.0019;WYCZA£KOWO
040809_2.0021;WITKOWO
040804_5.0006;GROCHOWALSK
041002_5.0001;Bia≥owieøa
040808_2.0003;JULKOWO
040803_2.0004;G£ BOCZEK
040804_5.0016;MOK”WKO
040902_2.0015;Rzeszyn
040804_5.0021;TULIBOWO
041001_5.0040;GÛrki Dπbskie
041002_5.0018;Wyrza
041004_2.0013;Sadki
041001_5.0042;Øarczyn
040904_5.0011;£πkie
041004_2.0006;Jadwiøyn
041001_5.0008;Gromadno
041102_2.0014;PåCININEK
041001_5.0013;Laskownica
040904_5.0021;StodÛlno
041002_4.0001;Mrocza
041102_2.0021;WITOWO KOLONIA
041102_2.0003;BOROWO
041002_5.0009;Matyldzin
041001_5.0028;S≥upowa
041001_5.0032;SuchorÍczek
041001_5.0034;Tupad≥y
040904_5.0004;Bronis≥aw
041001_5.0038;Øurawia
041202_2.0018;Øa≥e
041204_2.0019;Rusinowo
041003_5.0008;Ma≥ocin
041203_2.0004;Charszewo
041005_5.0032;S≥upy
041204_2.0027;StÍpowo
041003_5.0018;Wieszki
041005_5.0036;Wymys≥owo
041203_2.0012;Lisiny
041005_5.0038;Zalesie
041203_2.0015;Nowy Kobrzyniec
041205_2.0001;Baba
041005_5.0005;DπbrÛwka S≥upska
041005_5.0041;ØÍdowo
041005_5.0008;Godzimierz
041204_2.0003;Cetki
041005_5.0015;£achowo
041202_2.0004;Gulbiny
041005_5.0019;Retkowo
041005_5.0022;SamoklÍski Duøe
041204_2.0008;Godziszewy
041202_2.0009;Okonin
041103_2.0009;D BY
041106_2.0002;BISKUPICE
041106_2.0003;BRONIEWEK
041104_2.0019;POCIERZYN
041103_2.0002;BODZANOWO II
041107_2.0012;KOZJATY
041104_2.0022;SAMSZYCE
041106_2.0013;PIO£UNOWO
041103_2.0007;BYCZYNA KOLONIA
041206_2.0001;Bielawki
041107_2.0023;åWIERCZYNEK
041405_2.0010;Mszano
041405_2.0011;Ostrowite
041405_2.0013;WÍtfie
041502_2.0007;Dziemiony
041302_4.0004;SÍpÛlno Kraj. 4
041302_4.0001;SÍpÛlno Kraj. 1
041402_2.0007;Grupa
041502_2.0019;Parowa FalÍcka
041405_2.0001;Brzemiona
041302_5.0001;Dziechowo
041409_5.0020;åwiÍte
041302_5.0010;RadoÒsk
041501_1.0015;ObrÍb 15
041302_5.0019;W≥oúcibÛrz
041403_2.0006;Drzycim
041302_5.0021;Zalesie
041403_2.0010;KrakÛwek
041403_2.0012;Ma≥y DÛlsk
041501_1.0001;ObrÍb 01
041503_2.0005;Kijaszkowo
041503_2.0001;Czernikowo
041503_2.0009;OsÛwka
041409_5.0008;Gruczno
041301_5.0001;Dπbrowa
041301_5.0003;Duøa Cerkwica
041304_5.0002;CzarmuÒ
041301_5.0004;Jerzmionki
041501_1.0010;ObrÍb 10
041808_5.0001;Augustynowo
041504_2.0009;Kopanino
041504_2.0016;Nowa Wieú
041606_5.0007;Raciπø
041804_5.0006;Falborz Parcele
041606_5.0001;Bladowo
041505_2.0002;Biskupice
041505_2.0010;Wymys≥owo
041703_2.0007;Szczuplinki
041804_5.0013;Kπty Kolonia
041808_5.0014;Komorowo
041703_2.0008;Zaskocz
041804_5.0014;Kuczyna
041507_2.0006;Kazimierzewo
041602_2.0007;Wielka Klonia
041602_2.0008;Wielki MÍdromierz
041604_2.0001;Bys≥aw
041604_2.0002;Bys≥awek
041604_2.0004;Klonowo
041802_2.0013;åwiπtkowice
041509_2.0012;Sk≥udzewo
041604_2.0010;Trutnowo
041806_5.0005;HUTA CHODECKA
041704_2.0006;JÛzefkowo
041605_2.0003;Krπg
041509_2.0005;GÛrsk
041509_2.0009;Rozgarty
041704_2.0012;PÛlko
041802_2.0003;GoreÒ Duøy
041802_2.0008;Kurowo Parcele
041506_2.0013;Tylice
041602_2.0001;Bagienica
041806_5.0017;STRZYGI
041808_5.0031;Wietrzychowice
041808_5.0032;Wiszczelice
041811_5.0029;RUTKOWICE
041806_5.0024;ZBIJEWO
041809_2.0005;Dobrzelewice
041809_2.0006;Dziardonice
041806_5.0026;£ANIA
041808_5.0020;Oba≥ki
041808_5.0021;Pasieka
041808_5.0024;Skarbanowo
041811_5.0020;K≥Ûbka
041809_2.0011;Nakonowo
041811_5.0021;Kobyla £πka
060103_2.0007;GRABAN”W
041901_5.0001;Aleksandrowo
041812_4.0001;miasto Lubraniec
041901_5.0003;Barcin-Wieú
041901_5.0004;Bielawy gm. Barcin
060103_2.0039;WILCZYN
041905_2.0021;WiewiÛrczyn
041901_5.0007;Kania
041901_5.0008;Knieja
041901_5.0009;Krotoszyn
041901_5.0010;Mamlicz
060103_2.0041;WOSKRZENICE DUØE
060103_2.0024;ORTEL KSI•Ø CY II
060103_2.0036;SWORY
060110_2.0007;KOØUSZKI
041905_2.0005;Czewujewo
060104_2.0012;SZACHY
060110_2.0025;SAWKI
041906_4.0001;Ønin
060101_1.0001;1
060110_2.0014;ZAåCIANKI
041904_5.0007;£abiszyn-Wieú
060103_2.0037;SYCYNA
060103_2.0019;£UKOWCE
041904_5.0016;Za≥achowo
060103_2.0012;JAN”WKA
060107_2.0012;ZAKALINKI
041905_2.0012;Lubcz
060103_2.0002;CICIB”R DUØY
041813_2.0017;Markowo
041812_5.0034;Su≥kowo
041813_2.0019;Mostki
041812_5.0036;Turowo
041902_2.0016;Pniewy
041902_2.0013;Nowa Wieú Pa≥ucka
041813_2.0026;Skoki Ma≥e
041902_2.0019;Szelejewo
041903_5.0001;Bielawy
041902_2.0009;Laski Wielkie-Ma≥e
041812_5.0020;Lubraniec Parcele
041813_2.0010;Kosinowo
041906_5.0019;Murczynek
041903_5.0013;Pos≥ugowo
041906_5.0020;Nadborowo
046101_1.0470;0470
041903_5.0017;Tonowo
046101_1.0482;0482
041903_5.0021;Zrazim
041906_5.0027;Sielec
041906_5.0029;S≥abomierz
041906_5.0005;Brzyskorzystewko
046101_1.0483;0483
041906_5.0011;Jadowniki Bielskie
041903_5.0009;Laskowo
046101_1.0033;0033
046101_1.0035;0035
